store_id,hub,hub_global,degree,brand_volume,volume_hits,component_volume,component_stores,lon,lat,tier,store_brands,new_energy_related
15,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,119.9205221979803,36.77318118504403,T2,比亚迪,True
127,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.1639385572745,36.02641164584645,T2,比亚迪,True
128,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.4379141022209,36.21237324218017,T2,比亚迪,True
125,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.005840470571,35.8598982852997,T2,比亚迪,True
93,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.1920507587176,35.95822244116709,T2,比亚迪,True
90,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.0789928119788,36.28482506965262,T2,比亚迪,True
7,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.3955756160774,36.13501408432672,T2,比亚迪,True
11,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,119.9432697189179,36.79749259036966,T2,比亚迪,True
58,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.3921800212497,36.12736940386639,T2,比亚迪,True
9,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.5219607335316,36.8558784261674,T2,比亚迪,True
10,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.3819159824927,36.06786988844823,T2,比亚迪,True
5,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.4412278614167,36.3486478420747,T2,比亚迪,True
6,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.176827983715,36.02566891374483,T2,比亚迪,True
14,0.2236067977499789,3.474621444819835,18,14009.833681360038,14009.833681360027,5603933.472544015,20,120.4069260655182,36.20023111131882,T2,比亚迪,True
26,1.0,3.1910838054779145,1,23.314765643972358,23.314765643972358,23.314765643972358,1,120.3956010381233,36.13088692469499,T2,长安马自达,True
76,0.2733677549498524,2.747817949986748,4,1116.169677131465,623.134845639385,23194.80351775856,3,119.976700697455,36.75993613014904,T2,北京越野|北京汽车,True
85,0.2733677549498524,2.747817949986748,4,1116.169677131465,623.134845639385,23194.80351775856,3,120.5174648941153,36.8847432108737,T2,北京越野|北京汽车,True
98,0.5,1.903841471456228,1,2.7528714893232307,2.7528714893232307,44.04594382917169,4,120.3943569748226,36.13629079663981,T3,江淮汽车,True
99,0.5,1.903841471456228,1,2.7528714893232307,2.7528714893232307,44.04594382917169,4,120.0825554018009,36.29791006932953,T3,江淮汽车,True
105,0.5,1.903841471456228,1,2.7528714893232307,2.7528714893232307,44.04594382917169,4,120.0068534896946,35.85869413040815,T3,江淮汽车,True
100,0.5,1.903841471456228,1,2.7528714893232307,2.7528714893232307,44.04594382917169,4,120.4435356981024,36.35743123791094,T3,江淮汽车,True
89,0.1683505978006087,1.8893048163003527,12,3668.936777970272,13059.531827896828,74789.18816525312,6,120.3980606884402,36.13413013823922,T3,奇瑞汽车|星途,True
94,0.0442676219231597,0.5215039509249942,5,6124.436212535134,2138.838640302284,130705.35535494724,5,119.9931935866182,35.89635314666166,T3,长安汽车,True
63,0.0442676219231597,0.5215039509249942,5,6124.436212535134,2138.838640302284,130705.35535494724,5,120.0392273423076,36.29296281023458,T3,长安汽车,True
62,0.0442676219231597,0.5215039509249942,5,6124.436212535134,2138.838640302284,130705.35535494724,5,119.9862308206103,35.89389944629397,T3,长安汽车,True
87,0.0048849646723072,0.0548212326146778,10,2862.544812065335,372.1165657126384,74789.18816525312,6,120.3944527341899,36.13840257271817,T3,奇瑞汽车,True
126,0.0048849646723072,0.0548212326146778,10,2862.544812065335,372.1165657126384,74789.18816525312,6,120.0190475378398,36.32028222769079,T3,奇瑞汽车,True
86,0.0048849646723072,0.0548212326146778,10,2862.544812065335,372.1165657126384,74789.18816525312,6,120.4134301567326,36.16595606624971,T3,奇瑞汽车,True
121,0.0048849646723072,0.0548212326146778,10,2862.544812065335,372.1165657126384,74789.18816525312,6,120.0068534896946,35.85869413040815,T3,奇瑞汽车,True
4,0.0,0.0,0,0.0,0.0,0.0,0,120.4354625366536,36.2279203300717,T3,威马汽车,False
3,0.0,0.0,0,0.0,0.0,0.0,0,120.3948429581035,36.12862190030184,T3,斯巴鲁,False
2,0.0,0.0,0,0.0,0.0,0.0,0,120.434685412557,36.24767927573815,T3,大众(进口),False
1,0.0,0.0,0,0.0,0.0,0.0,0,120.396671458969,36.13182687588085,T3,东风雷诺|雷诺(进口),False
61,0.0,0.0,0,0.0,0.0,0.0,0,119.9862308206103,35.89389944629397,T3,福汽新龙马,False
46,0.0,0.0,0,0.0,0.0,0.0,0,120.4069150163604,36.09871491987568,T3,斯巴鲁,False
45,0.0,0.0,0,0.0,0.0,0.0,0,120.4366022168542,36.24977150590921,T3,长安林肯|林肯,False
49,0.0,0.0,0,0.0,0.0,0.0,0,120.3130474804008,36.31878513595675,T3,雷克萨斯,False
43,0.0,0.0,0,0.0,0.0,0.0,0,120.4328094811605,36.24336518696106,T3,上汽大众斯柯达,False
18,0.0,0.0,0,0.0,0.0,0.0,0,120.5036141909486,36.37979269614454,T3,广汽三菱|进口三菱,False
16,0.0,0.0,0,0.0,0.0,0.0,0,120.396671458969,36.13182687588085,T3,广汽菲克菲亚特|菲亚特(进口）,False
23,0.0,0.0,0,0.0,0.0,0.0,0,120.4585301238444,36.11802941255184,T3,一汽-大众奥迪|奥迪(进口)|Audi Sport,False
27,0.0,0.0,0,0.0,0.0,0.0,0,119.9846476469796,35.89455695604801,T3,长城新能源,False
21,0.0,0.0,0,0.0,0.0,0.0,0,120.3913582513692,36.12604138288825,T3,江铃福特,False
22,0.0,0.0,0,0.0,0.0,0.0,0,120.3966266335241,36.12587536045201,T3,一汽-大众奥迪|奥迪(进口)|Audi Sport,False
29,0.0,0.0,0,0.0,0.0,0.0,0,119.9966600577506,35.88765293851024,T3,天津一汽,False
20,0.0,0.0,0,0.0,0.0,0.0,0,120.3913582513692,36.12604138288825,T3,长安福特|福特(进口),False
64,0.0,0.0,0,0.0,0.0,0.0,0,120.4329809676823,36.25702121780597,T3,路虎(进口)|捷豹(进口)|奇瑞捷豹路虎,False
57,0.0,0.0,0,0.0,0.0,0.0,0,120.4358197029244,36.14249042351475,T3,路虎(进口)|捷豹(进口)|奇瑞捷豹路虎,False
40,0.0,0.0,0,0.0,0.0,0.0,0,120.4302522748652,36.26146826736256,T3,福建奔驰,False
48,0.0,0.0,0,0.0,0.0,0.0,0,120.4393009960978,36.15118415225635,T3,MINI,False
74,0.0,0.0,0,0.0,0.0,0.0,0,120.4415445141089,36.17330029114753,T3,长城新能源,False
79,0.0,0.0,0,0.0,0.0,0.0,0,120.4165409887137,36.13368386188909,T3,北京现代,False
77,0.0,0.0,0,0.0,0.0,0.0,0,120.4043269083556,36.09412868706599,T3,阿斯顿马丁,False
97,0.0,0.0,0,0.0,0.0,0.0,0,119.9280040947424,36.78000655801812,T3,江铃福特|江铃汽车,False
96,0.0,0.0,0,0.0,0.0,0.0,0,119.9247613915125,36.77988464947315,T3,东风雷诺|雷诺(进口),False
102,0.0,0.0,0,0.0,0.0,0.0,0,120.4431849098007,36.35893550063494,T3,北京现代,False
109,0.0,0.0,0,0.0,0.0,0.0,0,120.5036141909486,36.37979269614454,T3,东风雪铁龙,False
115,0.0,0.0,0,0.0,0.0,0.0,0,120.206218024746,36.03780824596296,T3,北京现代,False
117,0.0,0.0,0,0.0,0.0,0.0,0,120.0294376986904,35.89654524079448,T3,东风标致,False
122,0.0,0.0,0,0.0,0.0,0.0,0,120.0127421518041,36.31993654623825,T3,东风标致,False
131,0.0,0.0,0,0.0,0.0,0.0,0,120.0471444680892,35.89141920705167,T3,野马汽车,False
