total_stores,new_energy_related,fuel_only,connected_total,connected_new_energy,connected_fuel_only,new_energy_share_of_hub_top20,new_energy_mean_hub,fuel_only_mean_hub,new_energy_mean_volume,fuel_only_mean_volume
132,77,55,100,77,23,0.95,4.7787848064852225,2.0846752650291887,8179.868700725944,776.6330011477952
